,DC_Healthy,DC_Severe,Epithelial_2_Healthy,Epithelial_2_Severe
AC090227.2,NaN,NaN,NaN,NaN
AC090229.1,NaN,NaN,NaN,NaN
AC090236.1,NaN,NaN,NaN,NaN
AC090241.3,NaN,NaN,NaN,NaN
AC090260.1,NaN,NaN,NaN,NaN
AC090282.1,NaN,NaN,NaN,NaN
AC090283.1,NaN,NaN,NaN,NaN
AC090286.1,NaN,NaN,NaN,NaN
AC090337.1,NaN,NaN,NaN,NaN
AC090340.1,NaN,NaN,NaN,NaN
AC090358.1,NaN,NaN,NaN,NaN
AC090360.1,NaN,NaN,NaN,NaN
AC090371.1,NaN,NaN,NaN,NaN
AC090371.2,NaN,NaN,NaN,NaN
AC090376.1,NaN,NaN,NaN,NaN
AC090377.1,NaN,NaN,NaN,NaN
AC090386.1,NaN,NaN,NaN,NaN
AC090398.1,NaN,NaN,NaN,NaN
AC090403.1,NaN,NaN,NaN,NaN
AC090409.1,NaN,NaN,NaN,NaN
AC090409.2,NaN,NaN,NaN,NaN
AC090415.2,NaN,NaN,NaN,NaN
AC090425.1,NaN,NaN,NaN,NaN
AC090425.2,NaN,NaN,NaN,NaN
AC090457.1,NaN,NaN,NaN,NaN
AC090458.1,NaN,NaN,NaN,NaN
AC090502.1,NaN,NaN,NaN,NaN
AC090502.3,NaN,NaN,NaN,NaN
AC090503.1,NaN,NaN,NaN,NaN
AC090505.2,NaN,NaN,NaN,NaN
AC090506.1,NaN,NaN,NaN,NaN
AC090510.1,NaN,NaN,NaN,NaN
AC090510.2,NaN,NaN,NaN,NaN
AC090510.3,NaN,NaN,NaN,NaN
AC090515.2,NaN,NaN,NaN,NaN
AC090515.4,NaN,NaN,NaN,NaN
AC090517.4,NaN,NaN,NaN,NaN
AC090518.1,NaN,NaN,NaN,NaN
AC090519.2,NaN,NaN,NaN,NaN
AC090527.1,NaN,NaN,NaN,NaN
AC090527.2,NaN,NaN,NaN,NaN
AC090527.3,NaN,NaN,NaN,NaN
AC090531.1,NaN,NaN,NaN,NaN
AC090541.1,NaN,NaN,NaN,NaN
AC090559.1,NaN,NaN,NaN,NaN
AC090568.2,NaN,NaN,NaN,NaN
AC090572.2,NaN,NaN,NaN,NaN
AC090572.3,NaN,NaN,NaN,NaN
AC090578.1,NaN,NaN,NaN,NaN
AC090579.1,NaN,NaN,NaN,NaN
AC090587.1,NaN,NaN,NaN,NaN
AC090589.2,NaN,NaN,NaN,NaN
AC090592.1,NaN,NaN,NaN,NaN
AC090607.1,NaN,NaN,NaN,NaN
AC090607.3,NaN,NaN,NaN,NaN
AC090607.5,NaN,NaN,NaN,NaN
AC090617.2,NaN,NaN,NaN,NaN
AC090617.3,NaN,NaN,NaN,NaN
AC090617.4,NaN,NaN,NaN,NaN
AC090617.5,NaN,NaN,NaN,NaN
AC090618.1,NaN,NaN,NaN,NaN
AC090621.1,NaN,NaN,NaN,NaN
AC090625.2,NaN,NaN,NaN,NaN
AC090627.1,NaN,NaN,NaN,NaN
AC090630.1,NaN,NaN,NaN,NaN
AC090651.1,NaN,NaN,NaN,NaN
AC090673.1,NaN,NaN,NaN,NaN
AC090673.2,NaN,NaN,NaN,NaN
AC090679.1,NaN,NaN,NaN,NaN
AC090679.2,NaN,NaN,NaN,NaN
AC090680.1,NaN,NaN,NaN,NaN
AC090692.1,NaN,NaN,NaN,NaN
AC090696.1,NaN,NaN,NaN,NaN
AC090707.1,NaN,NaN,NaN,NaN
AC090709.1,NaN,NaN,NaN,NaN
AC090735.1,NaN,NaN,NaN,NaN
AC090739.1,NaN,NaN,NaN,NaN
AC090753.1,NaN,NaN,NaN,NaN
AC090771.2,NaN,NaN,NaN,NaN
AC090772.1,NaN,NaN,NaN,NaN
AC090772.2,NaN,NaN,NaN,NaN
AC090772.3,NaN,NaN,NaN,NaN
AC090774.3,NaN,NaN,NaN,NaN
AC090791.1,NaN,NaN,NaN,NaN
AC090796.1,NaN,NaN,NaN,NaN
AC090802.1,NaN,NaN,NaN,NaN
AC090809.1,NaN,NaN,NaN,NaN
AC090821.1,NaN,NaN,NaN,NaN
AC090825.1,NaN,NaN,NaN,NaN
AC090826.1,NaN,NaN,NaN,NaN
AC090826.2,NaN,NaN,NaN,NaN
AC090833.1,NaN,NaN,NaN,NaN
AC090844.2,NaN,NaN,NaN,NaN
AC090844.3,NaN,NaN,NaN,NaN
AC090857.2,NaN,NaN,NaN,NaN
AC090877.2,NaN,NaN,NaN,NaN
AC090907.1,NaN,NaN,NaN,NaN
AC090907.2,NaN,NaN,NaN,NaN
AC090912.1,NaN,NaN,NaN,NaN
AC090912.2,NaN,NaN,NaN,NaN
AC090921.1,NaN,NaN,NaN,NaN
AC090922.1,NaN,NaN,NaN,NaN
AC090948.1,NaN,NaN,NaN,NaN
AC090948.2,NaN,NaN,NaN,NaN
AC090948.3,NaN,NaN,NaN,NaN
AC090952.1,NaN,NaN,NaN,NaN
AC090952.2,NaN,NaN,NaN,NaN
AC090957.1,NaN,NaN,NaN,NaN
AC090970.2,NaN,NaN,NaN,NaN
AC090971.1,NaN,NaN,NaN,NaN
AC090971.2,NaN,NaN,NaN,NaN
AC090985.1,NaN,NaN,NaN,NaN
AC090987.1,NaN,NaN,NaN,NaN
AC090993.1,NaN,NaN,NaN,NaN
AC091013.1,NaN,NaN,NaN,NaN
AC091027.1,NaN,NaN,NaN,NaN
AC091027.2,NaN,NaN,NaN,NaN
AC091043.1,NaN,NaN,NaN,NaN
AC091045.1,NaN,NaN,NaN,NaN
AC091047.1,NaN,NaN,NaN,NaN
AC091053.1,NaN,NaN,NaN,NaN
AC091053.2,NaN,NaN,NaN,NaN
AC091057.2,NaN,NaN,NaN,NaN
AC091057.3,NaN,NaN,NaN,NaN
AC091057.4,NaN,NaN,NaN,NaN
AC091057.6,NaN,NaN,NaN,NaN
AC091059.1,NaN,NaN,NaN,NaN
AC091062.1,NaN,NaN,NaN,NaN
AC091073.1,NaN,NaN,NaN,NaN
AC091078.1,NaN,NaN,NaN,NaN
AC091078.3,NaN,NaN,NaN,NaN
AC091096.1,NaN,NaN,NaN,NaN
AC091096.2,NaN,NaN,NaN,NaN
AC091100.1,NaN,NaN,NaN,NaN
AC091114.1,NaN,NaN,NaN,NaN
AC091117.1,NaN,NaN,NaN,NaN
AC091117.2,NaN,NaN,NaN,NaN
AC091132.1,NaN,NaN,NaN,NaN
AC091132.2,NaN,NaN,NaN,NaN
AC091132.5,NaN,NaN,NaN,NaN
AC091133.1,NaN,NaN,NaN,NaN
AC091133.2,NaN,NaN,NaN,NaN
AC091133.3,NaN,NaN,NaN,NaN
AC091138.1,NaN,NaN,NaN,NaN
AC091152.2,NaN,NaN,NaN,NaN
AC091153.2,NaN,NaN,NaN,NaN
AC091153.3,NaN,NaN,NaN,NaN
AC091153.4,NaN,NaN,NaN,NaN
AC091163.1,NaN,NaN,NaN,NaN
AC091163.2,NaN,NaN,NaN,NaN
AC091167.2,NaN,NaN,NaN,NaN
AC091167.5,NaN,NaN,NaN,NaN
AC091167.6,NaN,NaN,NaN,NaN
AC091167.7,NaN,NaN,NaN,NaN
AC091170.1,NaN,NaN,NaN,NaN
AC091173.1,NaN,NaN,NaN,NaN
AC091179.1,NaN,NaN,NaN,NaN
AC091180.2,NaN,NaN,NaN,NaN
AC091180.3,NaN,NaN,NaN,NaN
AC091180.4,NaN,NaN,NaN,NaN
AC091180.5,NaN,NaN,NaN,NaN
AC091182.2,NaN,NaN,NaN,NaN
AC091185.1,NaN,NaN,NaN,NaN
AC091198.1,NaN,NaN,NaN,NaN
AC091212.1,NaN,NaN,NaN,NaN
AC091271.1,3.307565393,3.953945866,NaN,NaN
AC091435.2,NaN,NaN,NaN,NaN
AC091488.1,NaN,NaN,NaN,NaN
AC091489.1,NaN,NaN,NaN,NaN
AC091493.1,NaN,NaN,NaN,NaN
AC091534.1,NaN,NaN,NaN,NaN
AC091544.5,NaN,NaN,NaN,NaN
AC091544.7,NaN,NaN,NaN,NaN
AC091551.1,NaN,NaN,NaN,NaN
AC091563.1,NaN,NaN,NaN,NaN
AC091564.2,NaN,NaN,NaN,NaN
AC091564.4,NaN,NaN,NaN,NaN
AC091564.5,NaN,NaN,NaN,NaN
AC091564.6,NaN,NaN,NaN,NaN
AC091588.1,NaN,NaN,NaN,NaN
AC091588.2,NaN,NaN,NaN,NaN
AC091588.3,NaN,NaN,NaN,NaN
AC091614.1,NaN,NaN,NaN,NaN
AC091685.1,NaN,NaN,NaN,NaN
AC091691.2,NaN,NaN,NaN,NaN
AC091705.1,NaN,NaN,NaN,NaN
AC091729.1,NaN,NaN,NaN,NaN
AC091729.2,NaN,NaN,NaN,NaN
AC091729.3,NaN,NaN,NaN,NaN
AC091730.1,NaN,NaN,NaN,NaN
AC091736.1,NaN,NaN,NaN,NaN
AC091770.1,NaN,NaN,NaN,NaN
AC091806.1,NaN,NaN,NaN,NaN
AC091808.1,NaN,NaN,NaN,NaN
AC091814.1,NaN,NaN,NaN,NaN
AC091819.1,NaN,NaN,NaN,NaN
AC091819.2,NaN,NaN,NaN,NaN
AC091820.1,NaN,NaN,NaN,NaN
AC091820.2,NaN,NaN,NaN,NaN
AC091826.2,NaN,NaN,NaN,NaN
AC091832.1,NaN,NaN,NaN,NaN
AC091849.2,NaN,NaN,NaN,NaN
AC091860.2,NaN,NaN,NaN,NaN
AC091868.2,NaN,NaN,NaN,NaN
AC091885.2,NaN,NaN,NaN,NaN
AC091887.1,NaN,NaN,NaN,NaN
AC091891.1,NaN,NaN,NaN,NaN
AC091891.2,NaN,NaN,NaN,NaN
AC091906.1,NaN,NaN,NaN,NaN
AC091917.1,NaN,NaN,NaN,NaN
AC091917.2,NaN,NaN,NaN,NaN
AC091917.3,NaN,NaN,NaN,NaN
AC091932.1,NaN,NaN,NaN,NaN
AC091939.1,NaN,NaN,NaN,NaN
AC091944.1,NaN,NaN,NaN,NaN
AC091946.1,NaN,NaN,NaN,NaN
AC091946.2,NaN,NaN,NaN,NaN
AC091948.1,NaN,NaN,NaN,NaN
AC091951.4,NaN,NaN,NaN,NaN
AC091959.3,NaN,NaN,NaN,NaN
AC091962.1,NaN,NaN,NaN,NaN
AC091965.1,NaN,NaN,NaN,NaN
AC091965.4,NaN,NaN,NaN,NaN
AC091979.1,NaN,NaN,NaN,NaN
AC091979.2,NaN,NaN,NaN,NaN
AC091980.2,NaN,NaN,NaN,NaN
AC091982.1,NaN,NaN,NaN,NaN
AC091982.3,NaN,NaN,NaN,NaN
AC091987.1,NaN,NaN,NaN,NaN
AC092017.3,NaN,NaN,NaN,NaN
AC092040.1,NaN,NaN,NaN,NaN
AC092042.1,NaN,NaN,NaN,NaN
AC092042.3,NaN,NaN,NaN,NaN
AC092053.2,NaN,NaN,NaN,NaN
AC092053.3,NaN,NaN,NaN,NaN
AC092059.1,NaN,NaN,NaN,NaN
AC092067.1,NaN,NaN,NaN,NaN
AC092068.1,NaN,NaN,NaN,NaN
AC092069.1,4.432913623,NaN,NaN,NaN
AC092070.1,NaN,NaN,NaN,NaN
AC092070.3,NaN,NaN,NaN,NaN
AC092070.4,NaN,NaN,NaN,NaN
AC092073.1,NaN,NaN,NaN,NaN
AC092078.1,NaN,NaN,NaN,NaN
AC092078.2,NaN,NaN,NaN,NaN
AC092100.1,NaN,NaN,NaN,NaN
AC092111.1,NaN,NaN,NaN,NaN
AC092111.2,NaN,NaN,NaN,NaN
AC092111.3,NaN,NaN,NaN,NaN
AC092112.1,NaN,NaN,NaN,NaN
AC092114.1,NaN,NaN,NaN,NaN
AC092115.2,NaN,NaN,NaN,NaN
AC092115.3,NaN,NaN,NaN,NaN
AC092117.1,NaN,NaN,NaN,NaN
AC092118.1,NaN,NaN,NaN,NaN
AC092118.2,NaN,NaN,NaN,NaN
AC092119.2,NaN,NaN,NaN,NaN
AC092119.3,NaN,NaN,NaN,NaN
AC092123.1,NaN,NaN,NaN,NaN
AC092127.1,NaN,NaN,NaN,NaN
AC092127.2,NaN,NaN,NaN,NaN
AC092130.1,NaN,NaN,NaN,NaN
AC092131.1,NaN,NaN,NaN,NaN
AC092132.1,NaN,NaN,NaN,NaN
AC092134.1,NaN,NaN,NaN,NaN
AC092138.1,NaN,NaN,NaN,NaN
AC092138.2,NaN,NaN,NaN,NaN
AC092139.1,NaN,NaN,NaN,NaN
AC092140.1,NaN,NaN,NaN,NaN
AC092140.2,NaN,NaN,NaN,NaN
AC092142.1,NaN,NaN,NaN,NaN
AC092142.2,NaN,NaN,NaN,NaN
AC092143.1,NaN,NaN,NaN,NaN
AC092143.2,NaN,NaN,NaN,NaN
AC092145.1,NaN,NaN,NaN,NaN
AC092155.1,NaN,NaN,NaN,NaN
AC092159.1,NaN,NaN,NaN,NaN
AC092159.2,NaN,NaN,NaN,NaN
AC092159.3,NaN,NaN,NaN,NaN
AC092162.2,NaN,NaN,NaN,NaN
AC092164.1,NaN,NaN,NaN,NaN
AC092167.1,NaN,NaN,NaN,NaN
AC092168.1,NaN,NaN,NaN,NaN
AC092171.1,NaN,NaN,NaN,NaN
AC092171.2,NaN,NaN,NaN,NaN
AC092171.3,NaN,NaN,NaN,NaN
AC092171.4,NaN,NaN,NaN,NaN
AC092171.5,NaN,NaN,NaN,NaN
AC092192.1,NaN,NaN,NaN,NaN
AC092198.1,NaN,NaN,NaN,NaN
AC092265.1,NaN,NaN,NaN,NaN
AC092279.1,NaN,NaN,NaN,NaN
AC092287.1,NaN,NaN,NaN,NaN
AC092295.1,NaN,NaN,NaN,NaN
AC092295.2,NaN,NaN,NaN,NaN
AC092296.1,NaN,NaN,NaN,NaN
AC092296.3,NaN,NaN,NaN,NaN
AC092301.1,NaN,NaN,NaN,NaN
AC092306.1,NaN,NaN,NaN,NaN
AC092316.1,NaN,NaN,NaN,NaN
AC092325.1,NaN,NaN,NaN,NaN
AC092326.1,NaN,NaN,NaN,NaN
AC092327.2,NaN,NaN,NaN,NaN
AC092329.1,NaN,NaN,NaN,NaN
AC092329.3,NaN,NaN,NaN,NaN
AC092335.1,NaN,NaN,NaN,NaN
AC092336.1,NaN,NaN,NaN,NaN
AC092337.1,NaN,NaN,NaN,NaN
AC092338.1,NaN,NaN,NaN,NaN
AC092338.2,NaN,NaN,NaN,NaN
AC092343.1,NaN,NaN,NaN,NaN
AC092354.1,NaN,NaN,NaN,NaN
AC092354.2,NaN,NaN,NaN,NaN
AC092364.1,NaN,NaN,NaN,NaN
AC092368.3,NaN,NaN,NaN,NaN
AC092375.2,NaN,NaN,NaN,NaN
AC092376.1,NaN,NaN,NaN,NaN
AC092376.2,NaN,NaN,NaN,NaN
AC092378.1,NaN,NaN,NaN,NaN
AC092378.2,NaN,NaN,NaN,NaN
AC092384.1,NaN,NaN,NaN,NaN
AC092384.2,NaN,NaN,NaN,NaN
AC092422.1,NaN,NaN,NaN,NaN
AC092431.1,NaN,NaN,NaN,NaN
AC092435.1,NaN,NaN,NaN,NaN
AC092435.2,NaN,NaN,NaN,NaN
AC092435.3,NaN,NaN,NaN,NaN
AC092436.2,NaN,NaN,NaN,NaN
AC092436.4,NaN,NaN,NaN,NaN
AC092440.1,NaN,NaN,NaN,NaN
AC092442.1,NaN,NaN,NaN,NaN
AC092447.4,NaN,NaN,NaN,NaN
AC092447.5,NaN,NaN,NaN,NaN
AC092447.8,NaN,NaN,NaN,NaN
AC092484.1,NaN,NaN,NaN,NaN
AC092490.1,NaN,NaN,NaN,NaN
AC092490.2,NaN,NaN,NaN,NaN
AC092535.1,NaN,NaN,NaN,NaN
AC092535.3,NaN,NaN,NaN,NaN
AC092535.4,NaN,NaN,NaN,NaN
AC092542.1,NaN,NaN,NaN,NaN
AC092546.1,NaN,NaN,NaN,NaN
AC092567.1,NaN,NaN,NaN,NaN
AC092574.1,NaN,NaN,NaN,NaN
AC092574.2,NaN,NaN,NaN,NaN
AC092580.2,NaN,NaN,NaN,NaN
AC092587.1,NaN,NaN,NaN,NaN
AC092590.1,NaN,NaN,NaN,NaN
AC092608.1,NaN,NaN,NaN,NaN
AC092611.1,NaN,NaN,NaN,NaN
AC092611.2,NaN,NaN,NaN,NaN
AC092614.1,NaN,NaN,NaN,NaN
AC092620.1,NaN,NaN,NaN,NaN
AC092620.3,NaN,NaN,NaN,NaN
AC092625.1,NaN,NaN,NaN,NaN
AC092634.3,NaN,NaN,NaN,NaN
AC092634.5,NaN,NaN,NaN,NaN
AC092637.1,NaN,NaN,NaN,NaN
AC092647.5,NaN,NaN,NaN,NaN
AC092650.1,NaN,NaN,NaN,NaN
AC092652.1,NaN,NaN,NaN,NaN
AC092652.2,NaN,NaN,NaN,NaN
AC092653.1,NaN,NaN,NaN,NaN
AC092660.1,NaN,NaN,NaN,NaN
AC092666.1,NaN,NaN,NaN,NaN
AC092667.1,NaN,NaN,NaN,NaN
AC092669.1,NaN,NaN,NaN,NaN
AC092673.1,NaN,NaN,NaN,NaN
AC092674.1,NaN,NaN,NaN,NaN
AC092675.1,NaN,NaN,NaN,NaN
AC092681.2,NaN,NaN,NaN,NaN
AC092681.3,NaN,NaN,NaN,NaN
AC092683.1,NaN,NaN,NaN,NaN
AC092683.2,NaN,NaN,NaN,NaN
AC092687.1,NaN,NaN,NaN,NaN
AC092687.2,NaN,NaN,NaN,NaN
AC092687.3,NaN,NaN,NaN,NaN
AC092691.1,NaN,NaN,NaN,NaN
AC092691.3,NaN,NaN,NaN,NaN
AC092718.1,NaN,NaN,NaN,NaN
AC092718.2,NaN,NaN,NaN,NaN
AC092718.3,NaN,NaN,NaN,NaN
AC092718.5,NaN,NaN,NaN,NaN
AC092718.6,NaN,NaN,NaN,NaN
AC092718.8,NaN,NaN,NaN,NaN
AC092720.1,NaN,NaN,NaN,NaN
AC092720.2,NaN,NaN,NaN,NaN
AC092723.1,NaN,NaN,NaN,NaN
AC092723.3,NaN,NaN,NaN,NaN
AC092723.4,NaN,NaN,NaN,NaN
AC092723.5,NaN,NaN,NaN,NaN
AC092725.1,NaN,NaN,NaN,NaN
AC092745.1,NaN,NaN,NaN,NaN
AC092746.1,NaN,NaN,NaN,NaN
AC092747.1,NaN,NaN,NaN,NaN
AC092747.4,NaN,NaN,NaN,NaN
AC092755.2,NaN,NaN,NaN,NaN
AC092757.3,NaN,NaN,NaN,NaN
AC092783.1,NaN,NaN,NaN,NaN
AC092794.1,NaN,NaN,NaN,NaN
AC092794.2,NaN,NaN,NaN,NaN
AC092800.1,NaN,NaN,NaN,NaN
AC092801.1,NaN,NaN,NaN,NaN
AC092802.1,NaN,NaN,NaN,NaN
AC092802.2,NaN,NaN,NaN,NaN
AC092803.1,NaN,NaN,NaN,NaN
AC092803.2,NaN,NaN,NaN,4.073004706
AC092807.1,NaN,NaN,NaN,NaN
AC092807.2,NaN,NaN,NaN,NaN
AC092807.3,NaN,NaN,NaN,NaN
AC092809.4,NaN,NaN,NaN,NaN
AC092810.3,NaN,NaN,NaN,NaN
AC092811.2,NaN,NaN,NaN,NaN
AC092813.1,NaN,NaN,NaN,NaN
AC092813.2,NaN,NaN,NaN,NaN
AC092818.1,NaN,NaN,NaN,NaN
AC092832.2,NaN,NaN,NaN,NaN
AC092834.1,NaN,NaN,NaN,NaN
AC092835.1,NaN,NaN,NaN,NaN
AC092839.1,NaN,NaN,NaN,NaN
AC092839.2,NaN,NaN,NaN,NaN
AC092849.1,NaN,NaN,NaN,NaN
AC092849.2,NaN,NaN,NaN,NaN
AC092894.1,NaN,NaN,NaN,NaN
AC092902.3,NaN,NaN,NaN,NaN
AC092903.2,NaN,NaN,NaN,NaN
AC092910.3,NaN,NaN,NaN,NaN
AC092916.1,NaN,NaN,NaN,NaN
AC092919.1,NaN,NaN,NaN,NaN
AC092920.1,NaN,NaN,NaN,NaN
AC092924.1,NaN,NaN,NaN,NaN
AC092925.1,NaN,NaN,NaN,NaN
AC092941.1,NaN,NaN,NaN,NaN
AC092941.2,NaN,NaN,NaN,NaN
AC092953.2,NaN,NaN,NaN,NaN
AC092954.1,NaN,NaN,NaN,NaN
AC092954.2,NaN,NaN,NaN,NaN
AC092957.1,NaN,NaN,NaN,NaN
AC092958.1,NaN,NaN,NaN,NaN
AC092958.2,NaN,NaN,NaN,NaN
AC092966.1,NaN,NaN,NaN,NaN
AC092979.1,NaN,NaN,NaN,NaN
AC092994.1,NaN,NaN,NaN,NaN
AC093001.1,NaN,NaN,NaN,NaN
AC093010.2,NaN,NaN,NaN,NaN
AC093019.2,NaN,NaN,NaN,NaN
AC093025.1,NaN,NaN,NaN,NaN
AC093072.1,NaN,NaN,NaN,NaN
AC093074.1,NaN,NaN,NaN,NaN
AC093083.1,NaN,NaN,NaN,NaN
AC093110.1,NaN,NaN,NaN,NaN
AC093117.1,NaN,NaN,NaN,NaN
AC093151.2,NaN,NaN,NaN,NaN
AC093151.3,NaN,NaN,NaN,NaN
AC093152.1,NaN,NaN,NaN,NaN
AC093154.1,NaN,NaN,NaN,NaN
AC093155.3,NaN,NaN,NaN,NaN
AC093157.1,NaN,NaN,NaN,NaN
AC093157.2,NaN,NaN,NaN,NaN
AC093158.1,NaN,NaN,NaN,NaN
AC093159.1,NaN,NaN,NaN,NaN
AC093206.1,NaN,NaN,NaN,NaN
AC093227.1,NaN,NaN,NaN,NaN
AC093227.2,NaN,NaN,NaN,NaN
AC093248.1,NaN,NaN,NaN,NaN
AC093249.2,NaN,NaN,NaN,NaN
AC093249.6,NaN,NaN,NaN,NaN
AC093274.1,NaN,NaN,NaN,NaN
AC093277.1,NaN,NaN,NaN,NaN
AC093281.1,NaN,NaN,NaN,NaN
AC093281.2,NaN,NaN,NaN,NaN
AC093283.1,NaN,NaN,NaN,NaN
AC093292.1,NaN,NaN,NaN,NaN
AC093297.1,NaN,NaN,NaN,NaN
AC093297.2,NaN,NaN,NaN,NaN
AC093305.1,NaN,NaN,NaN,NaN
AC093323.1,NaN,NaN,NaN,NaN
AC093326.1,NaN,NaN,NaN,NaN
AC093326.2,NaN,NaN,NaN,NaN
AC093330.1,NaN,NaN,NaN,NaN
AC093331.2,NaN,NaN,NaN,NaN
AC093334.1,NaN,NaN,NaN,NaN
AC093382.1,NaN,NaN,NaN,NaN
AC093388.1,NaN,NaN,NaN,NaN
AC093390.1,NaN,NaN,NaN,NaN
AC093390.2,NaN,NaN,NaN,NaN
AC093422.2,NaN,NaN,NaN,NaN
AC093423.3,NaN,NaN,NaN,NaN
AC093424.1,NaN,NaN,NaN,NaN
AC093426.1,NaN,NaN,NaN,NaN
AC093458.1,NaN,NaN,NaN,NaN
AC093459.1,NaN,NaN,NaN,NaN
AC093462.1,NaN,NaN,NaN,NaN
AC093484.2,NaN,NaN,NaN,5.555307493
AC093484.3,NaN,NaN,NaN,NaN
AC093484.4,NaN,NaN,NaN,NaN
AC093495.1,NaN,NaN,NaN,NaN
AC093496.1,NaN,NaN,NaN,NaN
AC093503.2,NaN,NaN,NaN,NaN
AC093512.1,NaN,NaN,NaN,NaN
AC093512.2,NaN,NaN,NaN,NaN
AC093515.1,NaN,NaN,NaN,NaN
AC093523.1,NaN,NaN,NaN,NaN
AC093525.1,NaN,NaN,NaN,NaN
AC093525.2,NaN,NaN,NaN,NaN
AC093525.3,NaN,NaN,NaN,NaN
AC093525.4,NaN,NaN,NaN,NaN
AC093525.6,3.346500359,NaN,NaN,NaN
AC093525.7,NaN,NaN,NaN,NaN
AC093534.2,NaN,NaN,NaN,NaN
AC093535.1,NaN,NaN,NaN,NaN
AC093536.2,NaN,NaN,NaN,NaN
AC093567.1,NaN,NaN,NaN,NaN
AC093579.1,NaN,NaN,NaN,NaN
AC093580.1,NaN,NaN,NaN,NaN
AC093581.1,NaN,NaN,NaN,NaN
AC093585.1,NaN,NaN,NaN,NaN
AC093591.2,NaN,NaN,NaN,NaN
AC093599.1,NaN,NaN,NaN,NaN
AC093607.1,NaN,NaN,NaN,NaN
AC093620.1,NaN,NaN,NaN,NaN
AC093627.1,NaN,NaN,NaN,NaN
AC093627.2,NaN,NaN,NaN,NaN
AC093627.3,NaN,NaN,NaN,NaN
AC093627.4,NaN,NaN,NaN,NaN
AC093627.5,NaN,NaN,NaN,NaN
AC093627.6,NaN,NaN,NaN,NaN
AC093627.7,NaN,NaN,NaN,NaN
AC093635.1,NaN,NaN,NaN,NaN
AC093639.1,NaN,NaN,NaN,NaN
AC093642.1,NaN,NaN,NaN,NaN
AC093655.1,NaN,NaN,NaN,NaN
AC093668.1,NaN,NaN,NaN,NaN
AC093668.2,NaN,NaN,NaN,NaN
AC093668.3,NaN,NaN,NaN,NaN
AC093673.1,4.38364506,4.778113555,NaN,NaN
AC093673.2,NaN,NaN,NaN,NaN
AC093677.2,NaN,NaN,NaN,NaN
AC093689.1,NaN,NaN,NaN,NaN
AC093690.1,NaN,NaN,NaN,NaN
AC093702.1,NaN,NaN,NaN,NaN
AC093714.1,NaN,NaN,NaN,NaN
AC093714.2,NaN,NaN,NaN,NaN
AC093722.1,NaN,NaN,NaN,NaN
AC093725.1,NaN,NaN,NaN,NaN
AC093725.2,NaN,NaN,NaN,NaN
AC093726.1,NaN,NaN,NaN,NaN
AC093726.2,NaN,NaN,NaN,NaN
AC093730.1,NaN,NaN,NaN,NaN
AC093732.1,NaN,NaN,NaN,NaN
AC093732.2,NaN,NaN,NaN,NaN
AC093734.1,NaN,NaN,NaN,NaN
AC093752.2,NaN,NaN,NaN,NaN
AC093752.3,NaN,NaN,NaN,NaN
AC093763.1,NaN,NaN,NaN,NaN
AC093766.1,NaN,NaN,NaN,NaN
AC093772.1,NaN,NaN,NaN,NaN
AC093788.1,NaN,NaN,NaN,NaN
AC093797.1,NaN,NaN,NaN,NaN
AC093799.1,NaN,NaN,NaN,NaN
AC093801.1,NaN,NaN,NaN,NaN
AC093802.1,NaN,NaN,NaN,NaN
AC093802.2,NaN,NaN,NaN,NaN
AC093810.1,NaN,NaN,NaN,NaN
AC093817.1,NaN,NaN,NaN,NaN
AC093821.1,NaN,NaN,NaN,NaN
AC093827.4,NaN,NaN,NaN,NaN
AC093827.5,NaN,NaN,NaN,NaN
AC093831.1,NaN,NaN,NaN,NaN
AC093833.1,NaN,NaN,NaN,NaN
AC093835.1,NaN,NaN,NaN,NaN
AC093843.1,NaN,NaN,NaN,NaN
AC093849.1,NaN,NaN,NaN,NaN
AC093857.1,NaN,NaN,NaN,NaN
AC093864.1,NaN,NaN,NaN,NaN
AC093871.1,NaN,NaN,NaN,NaN
AC093879.1,NaN,NaN,NaN,NaN
AC093879.2,NaN,NaN,NaN,NaN
AC093893.1,NaN,NaN,NaN,NaN
AC093895.1,NaN,NaN,NaN,NaN
AC093899.2,NaN,NaN,NaN,NaN
AC093901.1,NaN,NaN,NaN,NaN
AC093903.1,NaN,NaN,NaN,NaN
AC093904.1,NaN,NaN,NaN,NaN
AC093904.3,NaN,NaN,NaN,NaN
AC093904.4,NaN,NaN,NaN,NaN
AC093909.2,NaN,NaN,NaN,NaN
AC093909.4,NaN,NaN,NaN,NaN
AC093911.1,NaN,NaN,NaN,NaN
AC093915.1,NaN,NaN,NaN,NaN
AC094104.1,NaN,NaN,NaN,NaN
AC094104.2,NaN,NaN,NaN,NaN
AC094105.1,NaN,NaN,NaN,NaN
AC094108.1,NaN,NaN,NaN,NaN
AC095030.1,NaN,NaN,NaN,NaN
AC095032.2,NaN,NaN,NaN,NaN
AC095033.1,NaN,NaN,NaN,NaN
AC095050.1,NaN,NaN,NaN,NaN
AC095055.1,NaN,NaN,NaN,NaN
AC095056.1,NaN,NaN,NaN,NaN
AC095057.2,NaN,NaN,NaN,NaN
AC095059.1,NaN,NaN,NaN,NaN
AC095060.1,NaN,NaN,NaN,NaN
AC095350.1,NaN,NaN,NaN,NaN
AC096536.1,NaN,NaN,NaN,NaN
AC096536.2,NaN,NaN,NaN,NaN
